id,nom,slug,typologie,typologie_brute,type_communecter,domaines,specialites,offre,partenaires,siren,description_courte,site_web,email,telephone,adresse,ville,code_postal,pays_code,pays,region,latitude,longitude,tags,logo_url,logo_medium_url,logo_thumb_url,url_communecter,date_creation,date_maj
6a17e993bf85df2e974bc672,Sri Lanka CERT|CC,sriLankaCertcc,CERT/CSIRT,CERT/CSIRT,GovernmentOrganization,,,,,,,https://cert.gov.lk/,cert@cert.gov.lk,+94 11 269 1692,"Room 4-112, BMICH, Bauddhaloka Mawatha, Colombo 07, Sri Lanka",Colombo,,LK,Sri Lanka,Sri Lanka,6.9388614,79.8542005,,https://www.communecter.org/upload/communecter/organizations/6a17e993bf85df2e974bc672/1779954656_logo-b-1.png,https://www.communecter.org/upload/communecter/organizations/6a17e993bf85df2e974bc672/medium/1779954656_logo-b-1.png,https://www.communecter.org/upload/communecter/organizations/6a17e993bf85df2e974bc672/thumb/profil-resized.png,https://www.communecter.org/#@sriLankaCertcc,1779952019,1779954652
6a044f9e8fd2736d1001d22f,Tanzania Communications Regulatory Authority (TCRA),158,CERT/CSIRT,CERT/CSIRT,GovernmentOrganization,Sécurité Opérationnelle et Gouvernance (SOC),,,,,,https://www.tcra.go.tz/,,,"Mawasiliano Towers 20 Sam Nujoma Road, P.O Box 474",Dar es-Salam,14414,TZ,Tanzanie,Tanzania,-6.8160837,39.2803583,,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d22f/emblem.png,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d22f/medium/emblem.png,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d22f/thumb/profil-resized.png,https://www.communecter.org/#@158,1778667422,1780035525
697c7dbb0660483ec131a2d7,Tanzania Computer Emergency Response Team,tanzaniaComputerEmergencyResponseTeam,CERT/CSIRT,CERT/CSIRT | Sécurité Réseau,NGO,Sécurité Réseau,Auditeur de sécurité,,,,,https://www.tzcert.go.tz/contact-us,info@tzcert.go.tz,+255 22 2412009,20 Sam Nujoma Rd,Dar es-Salam,,TZ,Tanzanie,Tanzania,-6.7794497,39.2167885,CERT/CSIRT | Sécurité Réseau,https://www.communecter.org/upload/communecter/organizations/697c7dbb0660483ec131a2d7/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c7dbb0660483ec131a2d7/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c7dbb0660483ec131a2d7/thumb/pastedimage.png,https://www.communecter.org/#@tanzaniaComputerEmergencyResponseTeam,1769766930,1769766930
6a044f9e8fd2736d1001d226,Tanzania Computer Emergency Response Team (TZ-CERT),157,CERT/CSIRT,CERT/CSIRT,GovernmentOrganization,Sécurité Opérationnelle et Gouvernance (SOC),,,,,,https://www.tzcert.go.tz/,,,"Mawasiliano Towers 20 Sam Nujoma Road, P.O Box 474",Dar es-Salam,14414,TZ,Tanzanie,Tanzania,-6.8160837,39.2803583,,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d226/tzcert.png,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d226/medium/tzcert.png,https://www.communecter.org/upload/communecter/organizations/6a044f9e8fd2736d1001d226/thumb/profil-resized.png,https://www.communecter.org/#@157,1778667422,1780035523
697c9f9486793c4f453d4e2d,TechCERT,techcert,CERT/CSIRT,CERT/CSIRT,LocalBusiness,Sécurité Réseau | Sécurité des Applications | Sécurité des Postes et Mobiles,Architecte Sécurité | Développeur Sécurisé (DevSecOps) | Incident Responder,,,,,https://www.techcert.lk/,info@techcert.lk,+94 11 422 5005,"1st Floor, Bernards Business Park Dehiwala 10350, Sri Lanka",Colombo,,LK,Sri Lanka,Sri Lanka,6.8512785,79.8659769,Entreprises(produits/solutions et services) | Sécurité des Postes et Mobiles | Sécurité des Applications | Sécurité Réseau | Organismes de formation | Architecte Sécurité | Développeur Sécurisé (DevSecOps) | Incident Responder | Laboratoires /recherche,https://www.communecter.org/upload/communecter/organizations/697c9f9486793c4f453d4e2d/1779954685_logo.png,https://www.communecter.org/upload/communecter/organizations/697c9f9486793c4f453d4e2d/medium/1779954685_logo.png,https://www.communecter.org/upload/communecter/organizations/697c9f9486793c4f453d4e2d/thumb/profil-resized.png,https://www.communecter.org/#@techcert,1769775318,1779954685
6980eb2ceb25b649f962b9b2,Australian Cyber Collaboration Centre (Aus3C),australianCyberCollaborationCentreAus3c,CERT/CSIRT | Association/ONG,CERT/CSIRT | Association/ONG,NGO,Sécurité Réseau,Analyste SOC,,,,,https://www.cybercollaboration.org.au/,,+61 8 8155 5320,adelaide,Australia Plains,,AU,Australie,Australia,-34.75374271370496,138.49390983581546,CERT/CSIRT | Association/ONG | Sécurité Réseau | Analyste SOC,https://www.communecter.org/upload/communecter/organizations/6980eb2ceb25b649f962b9b2/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980eb2ceb25b649f962b9b2/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980eb2ceb25b649f962b9b2/thumb/pastedimage.png,https://www.communecter.org/#@australianCyberCollaborationCentreAus3c,1770056711,1770056712
6980e9cceb25b649f962b9a8,AusCERT,auscert,CERT/CSIRT | Laboratoires/recherche,CERT/CSIRT | Laboratoires /recherche,NGO,Sécurité Réseau | Sécurité Opérationnelle et Gouvernance (SOC),Architecte Sécurité,,,,,https://auscert.org.au/,,+61 (0)7 3365 4417,AUSCERT The University of Queensland Brisbane QLD 4072,Brisbane City,,AU,Australie,Australie,-27.4696454,153.0252877,CERT/CSIRT | Laboratoires /recherche | Sécurité Réseau | Sécurité Opérationnelle et Gouvernance (SOC) | Architecte Sécurité,https://www.communecter.org/upload/communecter/organizations/6980e9cceb25b649f962b9a8/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980e9cceb25b649f962b9a8/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980e9cceb25b649f962b9a8/thumb/pastedimage.png,https://www.communecter.org/#@auscert,1770056262,1770056263
697c8decc525d8547d26363c,MoRENet CSIRT,morenetCsirt,CERT/CSIRT | Laboratoires/recherche,CERT/CSIRT | Laboratoires /recherche,NGO,Sécurité Opérationnelle et Gouvernance (SOC),Analyste SOC,,,,,https://morenet.ac.mz/,cert@morenet.ac.mz,+258 21 352800,Estrada Nacional,Maputo,,MZ,Mozambique,Mozambique,-26.6889377,32.7978446,CERT/CSIRT | Laboratoires /recherche | Sécurité Opérationnelle et Gouvernance (SOC),https://www.communecter.org/upload/communecter/organizations/697c8decc525d8547d26363c/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c8decc525d8547d26363c/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c8decc525d8547d26363c/thumb/pastedimage.png,https://www.communecter.org/#@morenetCsirt,1769770873,1769770873
697c95ea139b0e5e4c2c255f,Cert-SC,certsc,CERT/CSIRT | Organismes de formation,CERT/CSIRT | Organismes de formation,NGO,Audit/Conseil et Conformité | Sécurité Opérationnelle et Gouvernance (SOC),Incident Responder | Analyste SOC,,,,,https://cert-sc.sc,,+2484286630,Manglier Street,Victoria,,SC,Seychelles,Seychelles,-4.6217655,55.4538746,CERT/CSIRT | Audit/Conseil et Conformité | Organismes de formation | Incident Responder | Analyste SOC | Sécurité Opérationnelle et Gouvernance (SOC),https://www.communecter.org/upload/communecter/organizations/697c95ea139b0e5e4c2c255f/1769772627_pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c95ea139b0e5e4c2c255f/medium/1769772627_pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c95ea139b0e5e4c2c255f/thumb/1769772627_pastedimage.png,https://www.communecter.org/#@certsc,1769772728,1770985085
6980f88216902b419e7455bc,National Cyber Security Agency (NCSA),nationalCyberSecurityAgencyNcsa1,CERT/CSIRT | Organismes de formation | Laboratoires/recherche | Services défense/intérieur,CERT/CSIRT | Organismes de formation | Laboratoires /recherche | Services défense/intérieur,NGO,Sécurité Réseau | Sécurité Opérationnelle et Gouvernance (SOC),RSSI (CISO) | Analyste SOC,,,,,https://hub.ncsa.gov.mv/,,,"64 Kalaafaanu Hingun, Malé 20064",Malé,,MV,Maldives,Maldives,4.1715855,73.5144735,CERT/CSIRT | Sécurité Réseau | Organismes de formation | Sécurité Opérationnelle et Gouvernance (SOC) | RSSI (CISO) | Analyste SOC | Laboratoires /recherche | Services défense/intérieur,https://www.communecter.org/upload/communecter/organizations/6980f88216902b419e7455bc/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980f88216902b419e7455bc/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980f88216902b419e7455bc/thumb/pastedimage.png,https://www.communecter.org/#@nationalCyberSecurityAgencyNcsa1,1770060244,1771187535
69f2d4c287777f45763de336,CYBER REUNION,cyberReunion1,CERT/CSIRT | Réseaux/cluster,CERT/CSIRT | Réseaux/cluster,NGO,,Auditeur de sécurité | Incident Responder | Analyste SOC,,,,,https://www.cyber-reunion.fr/,,0262 974 999,6 rue d'Emmerez de Charmoy,SAINTE-CLOTILDE,97490,RE,La Réunion,Réunion,-20.906288,55.501802,Auditeur de sécurité | Incident Responder | Analyste SOC | CERT/CSIRT | Réseaux/cluster,https://www.communecter.org/upload/communecter/organizations/69f2d4c287777f45763de336/cyberreunionlogocropped.jpg,https://www.communecter.org/upload/communecter/organizations/69f2d4c287777f45763de336/medium/cyberreunionlogocropped.jpg,https://www.communecter.org/upload/communecter/organizations/69f2d4c287777f45763de336/thumb/cyberreunionlogocropped.jpg,https://www.communecter.org/#@cyberReunion1,1777522688,1777526883
697c9a6e8b82f94bfe3a926c,Information Communication Technology Agency (ICTA),informationCommunicationTechnologyAgencyIcta,CERT/CSIRT | Réseaux/cluster | Association/ONG,CERT/CSIRT | Réseaux/cluster | Association/ONG,NGO,Sécurité Opérationnelle et Gouvernance (SOC),Incident Responder,,,,,https://www.icta.lk/,,+94 11 236 9099,R A De Mel Mawatha,Colombo,,LK,Sri Lanka,Sri Lanka,6.8905250,79.8588415,CERT/CSIRT | Sécurité Opérationnelle et Gouvernance (SOC) | Association/ONG | Réseaux/cluster,https://www.communecter.org/upload/communecter/organizations/697c9a6e8b82f94bfe3a926c/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c9a6e8b82f94bfe3a926c/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c9a6e8b82f94bfe3a926c/thumb/pastedimage.png,https://www.communecter.org/#@informationCommunicationTechnologyAgencyIcta,1769773834,1771187021
6996a3712a32db28bc7111c8,Australian Cyber Security Centre (ACSC),australianCyberSecurityCentreAcsc,CERT/CSIRT | Services défense/intérieur,CERT/CSIRT | Services défense/intérieur,NGO,Réponse incidents,Incident Responder | Analyste Threat Intelligence | Analyste SOC,,,,,https://www.cyber.gov.au/,,,ACT,Canberra,,AU,Australie,Australie,-35.2499858,149.1364973,CERT/CSIRT | Incident Responder | Analyste Threat Intelligence | Analyste SOC | Réponse incidents | Services défense/intérieur,https://www.communecter.org/upload/communecter/organizations/6996a3712a32db28bc7111c8/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6996a3712a32db28bc7111c8/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6996a3712a32db28bc7111c8/thumb/pastedimage.png,https://www.communecter.org/#@australianCyberSecurityCentreAcsc,1771481072,1771487523
